id,累计确诊,累计确诊新增,目前感染人数,目前感染人数新增,日期,年月,日,省份
2802,51986,3780,46429,2974,20200213,202002,13,湖北省
2803,54406,2420,48175,1746,20200214,202002,14,湖北省
2804,56249,1843,49030,855,20200215,202002,15,湖北省
2805,58182,1933,49847,817,20200216,202002,16,湖北省
2806,59989,1807,50338,491,20200217,202002,17,湖北省
2807,61682,1693,50633,295,20200218,202002,18,湖北省
2808,62031,349,49665,-968,20200219,202002,19,湖北省
2809,62662,631,48730,-935,20200220,202002,20,湖北省
2810,63454,792,47647,-1083,20200221,202002,21,湖北省
2811,64084,630,46439,-1208,20200222,202002,22,湖北省
2812,64287,203,45054,-1385,20200223,202002,23,湖北省
2813,64786,499,43369,-1685,20200224,202002,24,湖北省
2814,65187,401,41660,-1709,20200225,202002,25,湖北省
2815,65596,409,39755,-1905,20200226,202002,26,湖北省
2816,65914,318,36829,-2926,20200227,202002,27,湖北省
2817,66337,423,34715,-2114,20200228,202002,28,湖北省
2818,66907,570,32959,-1756,20200229,202002,29,湖北省
2819,67103,196,30543,-2416,20200301,202003,1,湖北省
2820,67217,114,28216,-2327,20200302,202003,2,湖北省
2821,67332,115,25905,-2311,20200303,202003,3,湖北省
2822,67466,134,24085,-1820,20200304,202003,4,湖北省
2823,67592,126,22695,-1390,20200305,202003,5,湖北省
2824,67666,74,21239,-1456,20200306,202003,6,湖北省
2825,67707,41,19710,-1529,20200307,202003,7,湖北省
2826,67743,36,18303,-1407,20200308,202003,8,湖北省
2827,67760,17,17151,-1152,20200309,202003,9,湖北省
2828,67773,13,15671,-1480,20200310,202003,10,湖北省
2829,67781,8,14427,-1244,20200311,202003,11,湖北省
2830,67786,5,13171,-1256,20200312,202003,12,湖北省
2831,67790,4,11772,-1399,20200313,202003,13,湖北省
2832,67794,4,10431,-1341,20200314,202003,14,湖北省
2833,67798,4,9605,-826,20200315,202003,15,湖北省
2834,67799,1,8701,-904,20200316,202003,16,湖北省
2835,67800,1,7795,-906,20200317,202003,17,湖北省
2836,67800,0,6992,-803,20200318,202003,18,湖北省
2837,67800,0,6287,-705,20200319,202003,19,湖北省
2838,67800,0,5719,-568,20200320,202003,20,湖北省
2839,67800,0,5224,-495,20200321,202003,21,湖北省
2840,67800,0,4768,-456,20200322,202003,22,湖北省
2841,67801,1,4318,-450,20200323,202003,23,湖北省
2842,67801,0,3828,-490,20200324,202003,24,湖北省
2843,67801,0,3431,-397,20200325,202003,25,湖北省
2844,67801,0,2896,-535,20200326,202003,26,湖北省
2845,67801,0,2526,-370,20200327,202003,27,湖北省
2846,67801,0,2054,-472,20200328,202003,28,湖北省
2847,67801,0,1733,-321,20200329,202003,29,湖北省
2848,67801,0,1461,-272,20200330,202003,30,湖北省
2849,67802,1,1283,-178,20200331,202003,31,湖北省
2850,67802,0,1132,-151,20200401,202004,1,湖北省
2851,67802,0,987,-145,20200402,202004,2,湖北省
2852,67803,1,834,-153,20200403,202004,3,湖北省
2853,67803,0,648,-186,20200404,202004,4,湖北省
2854,67803,0,577,-71,20200405,202004,5,湖北省
2855,67803,0,518,-59,20200406,202004,6,湖北省
2856,67803,0,448,-70,20200407,202004,7,湖北省
2857,67803,0,401,-47,20200408,202004,8,湖北省
2858,67803,0,351,-50,20200409,202004,9,湖北省
2859,67803,0,320,-31,20200410,202004,10,湖北省
2860,67803,0,303,-17,20200411,202004,11,湖北省
2861,67803,0,244,-59,20200412,202004,12,湖北省
2862,67803,0,219,-25,20200413,202004,13,湖北省
2863,67803,0,179,-40,20200414,202004,14,湖北省
2864,67803,0,146,-33,20200415,202004,15,湖北省
2865,68128,325,129,-17,20200416,202004,16,湖北省
2866,68128,0,122,-7,20200417,202004,17,湖北省
2867,68128,0,109,-13,20200418,202004,18,湖北省
2868,68128,0,105,-4,20200419,202004,19,湖北省
2869,68128,0,102,-3,20200420,202004,20,湖北省
2870,68128,0,97,-5,20200421,202004,21,湖北省
2871,68128,0,69,-28,20200422,202004,22,湖北省
2872,68128,0,47,-22,20200423,202004,23,湖北省
2873,68128,0,23,-24,20200424,202004,24,湖北省
2874,68128,0,12,-11,20200425,202004,25,湖北省
2875,68128,0,0,-12,20200426,202004,26,湖北省
2876,68128,0,0,0,20200427,202004,27,湖北省
2877,68128,0,0,0,20200428,202004,28,湖北省
2878,68128,0,0,0,20200429,202004,29,湖北省
2879,68128,0,0,0,20200430,202004,30,湖北省
2880,68128,0,0,0,20200501,202005,1,湖北省
2881,68128,0,0,0,20200502,202005,2,湖北省
2882,68128,0,0,0,20200503,202005,3,湖北省
2883,68128,0,0,0,20200504,202005,4,湖北省
2884,68128,0,0,0,20200505,202005,5,湖北省
2885,68128,0,0,0,20200506,202005,6,湖北省
2886,68128,0,0,0,20200507,202005,7,湖北省
2887,68128,0,0,0,20200508,202005,8,湖北省
2888,68129,1,1,1,20200509,202005,9,湖北省
2889,68134,5,6,5,20200510,202005,10,湖北省
2890,68134,0,6,0,20200511,202005,11,湖北省
2891,68134,0,6,0,20200512,202005,12,湖北省
2892,68134,0,6,0,20200513,202005,13,湖北省
2893,68134,0,6,0,20200514,202005,14,湖北省
2894,68134,0,6,0,20200515,202005,15,湖北省
2895,68134,0,6,0,20200516,202005,16,湖北省
2896,68134,0,6,0,20200517,202005,17,湖北省
2897,68135,1,7,1,20200518,202005,18,湖北省
2898,68135,0,7,0,20200519,202005,19,湖北省
2899,68135,0,7,0,20200520,202005,20,湖北省
2900,68135,0,7,0,20200521,202005,21,湖北省
2901,68135,0,7,0,20200522,202005,22,湖北省
2902,68135,0,7,0,20200523,202005,23,湖北省
2903,68135,0,6,-1,20200524,202005,24,湖北省
2904,68135,0,6,0,20200525,202005,25,湖北省
2905,68135,0,5,-1,20200526,202005,26,湖北省
2906,68135,0,5,0,20200527,202005,27,湖北省
2907,68135,0,5,0,20200528,202005,28,湖北省
2908,68135,0,4,-1,20200529,202005,29,湖北省
2909,68135,0,4,0,20200530,202005,30,湖北省
2910,68135,0,3,-1,20200531,202005,31,湖北省
2911,68135,0,3,0,20200601,202006,1,湖北省
2912,68135,0,3,0,20200602,202006,2,湖北省
2913,68135,0,3,0,20200603,202006,3,湖北省
2914,68135,0,0,-3,20200604,202006,4,湖北省
2915,68135,0,0,0,20200605,202006,5,湖北省
2916,68135,0,0,0,20200606,202006,6,湖北省
2917,68135,0,0,0,20200607,202006,7,湖北省
2918,68135,0,0,0,20200608,202006,8,湖北省
2919,68135,0,0,0,20200609,202006,9,湖北省
2920,68135,0,0,0,20200610,202006,10,湖北省
2921,68135,0,0,0,20200611,202006,11,湖北省
2922,68135,0,0,0,20200612,202006,12,湖北省
2923,68135,0,0,0,20200613,202006,13,湖北省
2924,68135,0,0,0,20200614,202006,14,湖北省
2925,68135,0,0,0,20200615,202006,15,湖北省
2926,68135,0,0,0,20200616,202006,16,湖北省
2927,68135,0,0,0,20200617,202006,17,湖北省
2928,68135,0,0,0,20200618,202006,18,湖北省
2929,68135,0,0,0,20200619,202006,19,湖北省
2930,68135,0,0,0,20200620,202006,20,湖北省
2931,68135,0,0,0,20200621,202006,21,湖北省
2932,68135,0,0,0,20200622,202006,22,湖北省
2933,68135,0,0,0,20200623,202006,23,湖北省
2934,68135,0,0,0,20200624,202006,24,湖北省
2935,68135,0,0,0,20200625,202006,25,湖北省
2936,68135,0,0,0,20200626,202006,26,湖北省
2937,68135,0,0,0,20200627,202006,27,湖北省
2938,68135,0,0,0,20200628,202006,28,湖北省
2939,68135,0,0,0,20200629,202006,29,湖北省
2940,68135,0,0,0,20200630,202006,30,湖北省
2941,68135,0,0,0,20200701,202007,1,湖北省
2942,68135,0,0,0,20200702,202007,2,湖北省
2943,1,1,1,1,20200121,202001,21,河南省
2944,4,3,4,3,20200122,202001,22,河南省
2945,9,5,9,5,20200123,202001,23,河南省
2946,32,23,32,23,20200124,202001,24,河南省
2947,83,51,82,50,20200125,202001,25,河南省
2948,128,45,127,45,20200126,202001,26,河南省
2949,168,40,167,40,20200127,202001,27,河南省
2950,206,38,203,36,20200128,202001,28,河南省
2951,278,72,274,71,20200129,202001,29,河南省
2952,352,74,347,73,20200130,202001,30,河南省
2953,422,70,417,70,20200131,202001,31,河南省
2954,493,71,487,70,20200201,202002,1,河南省
2955,566,73,550,63,20200202,202002,2,河南省
2956,675,109,653,103,20200203,202002,3,河南省
2957,764,89,721,68,20200204,202002,4,河南省
2958,851,87,795,74,20200205,202002,5,河南省
2959,914,63,843,48,20200206,202002,6,河南省
2960,981,67,880,37,20200207,202002,7,河南省
2961,1033,52,896,16,20200208,202002,8,河南省
2962,1073,40,898,2,20200209,202002,9,河南省
2963,1105,32,900,2,20200210,202002,10,河南省
2964,1135,30,896,-4,20200211,202002,11,河南省
2965,1169,34,901,5,20200212,202002,12,河南省
2966,1184,15,860,-41,20200213,202002,13,河南省
2967,1212,28,843,-17,20200214,202002,14,河南省
2968,1231,19,821,-22,20200215,202002,15,河南省
2969,1246,15,792,-29,20200216,202002,16,河南省
2970,1257,11,733,-59,20200217,202002,17,河南省
2971,1262,5,691,-42,20200218,202002,18,河南省
2972,1265,3,632,-59,20200219,202002,19,河南省
2973,1267,2,531,-101,20200220,202002,20,河南省
2974,1270,3,449,-82,20200221,202002,21,河南省
2975,1271,1,391,-58,20200222,202002,22,河南省
2976,1271,0,322,-69,20200223,202002,23,河南省
2977,1271,0,263,-59,20200224,202002,24,河南省
2978,1271,0,229,-34,20200225,202002,25,河南省
2979,1272,1,190,-39,20200226,202002,26,河南省
2980,1272,0,149,-41,20200227,202002,27,河南省
2981,1272,0,90,-59,20200228,202002,28,河南省
2982,1272,0,65,-25,20200229,202002,29,河南省
2983,1272,0,45,-20,20200301,202003,1,河南省
2984,1272,0,27,-18,20200302,202003,2,河南省
2985,1272,0,16,-11,20200303,202003,3,河南省
2986,1272,0,11,-5,20200304,202003,4,河南省
2987,1272,0,9,-2,20200305,202003,5,河南省
2988,1272,0,7,-2,20200306,202003,6,河南省
2989,1272,0,4,-3,20200307,202003,7,河南省
2990,1272,0,3,-1,20200308,202003,8,河南省
2991,1272,0,3,0,20200309,202003,9,河南省
2992,1272,0,1,-2,20200310,202003,10,河南省
2993,1273,1,2,1,20200311,202003,11,河南省
2994,1273,0,2,0,20200312,202003,12,河南省
2995,1273,0,2,0,20200313,202003,13,河南省
2996,1273,0,1,-1,20200314,202003,14,河南省
2997,1273,0,1,0,20200315,202003,15,河南省
2998,1273,0,1,0,20200316,202003,16,河南省
2999,1273,0,1,0,20200317,202003,17,河南省
3000,1273,0,1,0,20200318,202003,18,河南省
3001,1273,0,1,0,20200319,202003,19,河南省
3002,1273,0,1,0,20200320,202003,20,河南省
3003,1273,0,1,0,20200321,202003,21,河南省
3004,1274,1,2,1,20200322,202003,22,河南省
3005,1274,0,2,0,20200323,202003,23,河南省
3006,1274,0,2,0,20200324,202003,24,河南省
3007,1275,1,3,1,20200325,202003,25,河南省
3008,1275,0,3,0,20200326,202003,26,河南省
3009,1275,0,2,-1,20200327,202003,27,河南省
3010,1276,1,3,1,20200328,202003,28,河南省
3011,1276,0,3,0,20200329,202003,29,河南省
3012,1276,0,3,0,20200330,202003,30,河南省
3013,1276,0,3,0,20200331,202003,31,河南省
3014,1276,0,3,0,20200401,202004,1,河南省
3015,1276,0,3,0,20200402,202004,2,河南省
3016,1276,0,3,0,20200403,202004,3,河南省
3017,1276,0,3,0,20200404,202004,4,河南省
3018,1276,0,2,-1,20200405,202004,5,河南省
3019,1276,0,2,0,20200406,202004,6,河南省
3020,1276,0,2,0,20200407,202004,7,河南省
3021,1276,0,2,0,20200408,202004,8,河南省
3022,1276,0,2,0,20200409,202004,9,河南省
3023,1276,0,2,0,20200410,202004,10,河南省
3024,1276,0,1,-1,20200411,202004,11,河南省
3025,1276,0,1,0,20200412,202004,12,河南省
3026,1276,0,0,-1,20200413,202004,13,河南省
3027,1276,0,0,0,20200414,202004,14,河南省
3028,1276,0,0,0,20200415,202004,15,河南省
3029,1276,0,0,0,20200416,202004,16,河南省
3030,1276,0,0,0,20200417,202004,17,河南省
3031,1276,0,0,0,20200418,202004,18,河南省
3032,1276,0,0,0,20200419,202004,19,河南省
3033,1276,0,0,0,20200420,202004,20,河南省
3034,1276,0,0,0,20200421,202004,21,河南省
3035,1276,0,0,0,20200422,202004,22,河南省
3036,1276,0,0,0,20200423,202004,23,河南省
3037,1276,0,0,0,20200424,202004,24,河南省
3038,1276,0,0,0,20200425,202004,25,河南省
3039,1276,0,0,0,20200426,202004,26,河南省
3040,1276,0,0,0,20200427,202004,27,河南省
3041,1276,0,0,0,20200428,202004,28,河南省
3042,1276,0,0,0,20200429,202004,29,河南省
3043,1276,0,0,0,20200430,202004,30,河南省
3044,1276,0,0,0,20200501,202005,1,河南省
3045,1276,0,0,0,20200502,202005,2,河南省
3046,1276,0,0,0,20200503,202005,3,河南省
3047,1276,0,0,0,20200504,202005,4,河南省
3048,1276,0,0,0,20200505,202005,5,河南省
3049,1276,0,0,0,20200506,202005,6,河南省
3050,1276,0,0,0,20200507,202005,7,河南省
3051,1276,0,0,0,20200508,202005,8,河南省
3052,1276,0,0,0,20200509,202005,9,河南省
3053,1276,0,0,0,20200510,202005,10,河南省
3054,1276,0,0,0,20200511,202005,11,河南省
3055,1276,0,0,0,20200512,202005,12,河南省
3056,1276,0,0,0,20200513,202005,13,河南省
3057,1276,0,0,0,20200514,202005,14,河南省
3058,1276,0,0,0,20200515,202005,15,河南省
3059,1276,0,0,0,20200516,202005,16,河南省
3060,1276,0,0,0,20200517,202005,17,河南省
3061,1276,0,0,0,20200518,202005,18,河南省
3062,1276,0,0,0,20200519,202005,19,河南省
3063,1276,0,0,0,20200520,202005,20,河南省
3064,1276,0,0,0,20200521,202005,21,河南省
3065,1276,0,0,0,20200522,202005,22,河南省
3066,1276,0,0,0,20200523,202005,23,河南省
3067,1276,0,0,0,20200524,202005,24,河南省
3068,1276,0,0,0,20200525,202005,25,河南省
3069,1276,0,0,0,20200526,202005,26,河南省
3070,1276,0,0,0,20200527,202005,27,河南省
3071,1276,0,0,0,20200528,202005,28,河南省
3072,1276,0,0,0,20200529,202005,29,河南省
3073,1276,0,0,0,20200530,202005,30,河南省
3074,1276,0,0,0,20200531,202005,31,河南省
3075,1276,0,0,0,20200601,202006,1,河南省
3076,1276,0,0,0,20200602,202006,2,河南省
3077,1276,0,0,0,20200603,202006,3,河南省
3078,1276,0,0,0,20200604,202006,4,河南省
3079,1276,0,0,0,20200605,202006,5,河南省
3080,1276,0,0,0,20200606,202006,6,河南省
3081,1276,0,0,0,20200607,202006,7,河南省
3082,1276,0,0,0,20200608,202006,8,河南省
3083,1276,0,0,0,20200609,202006,9,河南省
3084,1276,0,0,0,20200610,202006,10,河南省
3085,1276,0,0,0,20200611,202006,11,河南省
3086,1276,0,0,0,20200612,202006,12,河南省
3087,1276,0,0,0,20200613,202006,13,河南省
3088,1276,0,0,0,20200614,202006,14,河南省
3089,1276,0,0,0,20200615,202006,15,河南省
3090,1276,0,0,0,20200616,202006,16,河南省
3091,1276,0,0,0,20200617,202006,17,河南省
3092,1276,0,0,0,20200618,202006,18,河南省
3093,1276,0,0,0,20200619,202006,19,河南省
3094,1276,0,0,0,20200620,202006,20,河南省
3095,1276,0,0,0,20200621,202006,21,河南省
3096,1276,0,0,0,20200622,202006,22,河南省
3097,1276,0,0,0,20200623,202006,23,河南省
3098,1276,0,0,0,20200624,202006,24,河南省
3099,1276,0,0,0,20200625,202006,25,河南省
3100,1276,0,0,0,20200626,202006,26,河南省
3101,1276,0,0,0,20200627,202006,27,河南省
3102,1276,0,0,0,20200628,202006,28,河南省
3103,1276,0,0,0,20200629,202006,29,河南省
3104,1276,0,0,0,20200630,202006,30,河南省
3105,1276,0,0,0,20200701,202007,1,河南省
3106,1276,0,0,0,20200702,202007,2,河南省
3107,24,24,24,24,20200123,202001,23,湖南省
3108,43,19,43,19,20200124,202001,24,湖南省
3109,69,26,69,26,20200125,202001,25,湖南省
3110,100,31,100,31,20200126,202001,26,湖南省
3111,143,43,143,43,20200127,202001,27,湖南省
3112,221,78,221,78,20200128,202001,28,湖南省
3113,277,56,277,56,20200129,202001,29,湖南省
3114,332,55,330,53,20200130,202001,30,湖南省
3115,389,57,386,56,20200131,202001,31,湖南省
3116,463,74,455,69,20200201,202002,1,湖南省
3117,521,58,505,50,20200202,202002,2,湖南省
3118,593,72,571,66,20200203,202002,3,湖南省
3119,661,68,626,55,20200204,202002,4,湖南省
3120,711,50,655,29,20200205,202002,5,湖南省
3121,772,61,681,26,20200206,202002,6,湖南省
3122,803,31,684,3,20200207,202002,7,湖南省
3123,838,35,678,-6,20200208,202002,8,湖南省
3124,879,41,692,14,20200209,202002,9,湖南省
3125,912,33,698,6,20200210,202002,10,湖南省
3126,946,34,681,-17,20200211,202002,11,湖南省
3127,968,22,654,-27,20200212,202002,12,湖南省
3128,988,20,634,-20,20200213,202002,13,湖南省
3129,1001,13,610,-24,20200214,202002,14,湖南省
3130,1004,3,571,-39,20200215,202002,15,湖南省
3131,1006,2,536,-35,20200216,202002,16,湖南省
3132,1007,1,502,-34,20200217,202002,17,湖南省
3133,1008,1,462,-40,20200218,202002,18,湖南省
3134,1010,2,428,-34,20200219,202002,19,湖南省
3135,1011,1,369,-59,20200220,202002,20,湖南省
3136,1013,2,339,-30,20200221,202002,21,湖南省
3137,1016,3,308,-31,20200222,202002,22,湖南省
3138,1016,0,291,-17,20200223,202002,23,湖南省
3139,1016,0,261,-30,20200224,202002,24,湖南省
3140,1016,0,233,-28,20200225,202002,25,湖南省
3141,1017,1,220,-13,20200226,202002,26,湖南省
3142,1017,0,193,-27,20200227,202002,27,湖南省
3143,1018,1,173,-20,20200228,202002,28,湖南省
3144,1018,0,161,-12,20200229,202002,29,湖南省
3145,1018,0,138,-23,20200301,202003,1,湖南省
3146,1018,0,122,-16,20200302,202003,2,湖南省
3147,1018,0,101,-21,20200303,202003,3,湖南省
3148,1018,0,81,-20,20200304,202003,4,湖南省
3149,1018,0,68,-13,20200305,202003,5,湖南省
3150,1018,0,55,-13,20200306,202003,6,湖南省
3151,1018,0,49,-6,20200307,202003,7,湖南省
3152,1018,0,35,-14,20200308,202003,8,湖南省
3153,1018,0,26,-9,20200309,202003,9,湖南省
3154,1018,0,19,-7,20200310,202003,10,湖南省
3155,1018,0,16,-3,20200311,202003,11,湖南省
3156,1018,0,10,-6,20200312,202003,12,湖南省
3157,1018,0,5,-5,20200313,202003,13,湖南省
3158,1018,0,0,-5,20200314,202003,14,湖南省
3159,1018,0,0,0,20200315,202003,15,湖南省
3160,1018,0,0,0,20200316,202003,16,湖南省
3161,1018,0,0,0,20200317,202003,17,湖南省
3162,1018,0,0,0,20200318,202003,18,湖南省
3163,1018,0,0,0,20200319,202003,19,湖南省
3164,1018,0,0,0,20200320,202003,20,湖南省
3165,1018,0,0,0,20200321,202003,21,湖南省
3166,1018,0,0,0,20200322,202003,22,湖南省
3167,1018,0,0,0,20200323,202003,23,湖南省
3168,1018,0,0,0,20200324,202003,24,湖南省
3169,1018,0,0,0,20200325,202003,25,湖南省
3170,1018,0,0,0,20200326,202003,26,湖南省
3171,1018,0,0,0,20200327,202003,27,湖南省
3172,1018,0,0,0,20200328,202003,28,湖南省
3173,1018,0,0,0,20200329,202003,29,湖南省
3174,1018,0,0,0,20200330,202003,30,湖南省
3175,1018,0,0,0,20200331,202003,31,湖南省
3176,1019,1,1,1,20200401,202004,1,湖南省
3177,1019,0,1,0,20200402,202004,2,湖南省
3178,1019,0,1,0,20200403,202004,3,湖南省
3179,1019,0,1,0,20200404,202004,4,湖南省
3180,1019,0,1,0,20200405,202004,5,湖南省
3181,1019,0,1,0,20200406,202004,6,湖南省
3182,1019,0,1,0,20200407,202004,7,湖南省
3183,1019,0,1,0,20200408,202004,8,湖南省
3184,1019,0,1,0,20200409,202004,9,湖南省
3185,1019,0,1,0,20200410,202004,10,湖南省
3186,1019,0,1,0,20200411,202004,11,湖南省
3187,1019,0,1,0,20200412,202004,12,湖南省
3188,1019,0,1,0,20200413,202004,13,湖南省
3189,1019,0,1,0,20200414,202004,14,湖南省
3190,1019,0,1,0,20200415,202004,15,湖南省
3191,1019,0,1,0,20200416,202004,16,湖南省
3192,1019,0,0,-1,20200417,202004,17,湖南省
3193,1019,0,0,0,20200418,202004,18,湖南省
3194,1019,0,0,0,20200419,202004,19,湖南省
3195,1019,0,0,0,20200420,202004,20,湖南省
3196,1019,0,0,0,20200421,202004,21,湖南省
3197,1019,0,0,0,20200422,202004,22,湖南省
3198,1019,0,0,0,20200423,202004,23,湖南省
3199,1019,0,0,0,20200424,202004,24,湖南省
3200,1019,0,0,0,20200425,202004,25,湖南省
3201,1019,0,0,0,20200426,202004,26,湖南省
3202,1019,0,0,0,20200427,202004,27,湖南省
3203,1019,0,0,0,20200428,202004,28,湖南省
3204,1019,0,0,0,20200429,202004,29,湖南省
3205,1019,0,0,0,20200430,202004,30,湖南省
3206,1019,0,0,0,20200501,202005,1,湖南省
3207,1019,0,0,0,20200502,202005,2,湖南省
3208,1019,0,0,0,20200503,202005,3,湖南省
3209,1019,0,0,0,20200504,202005,4,湖南省
3210,1019,0,0,0,20200505,202005,5,湖南省
3211,1019,0,0,0,20200506,202005,6,湖南省
3212,1019,0,0,0,20200507,202005,7,湖南省
3213,1019,0,0,0,20200508,202005,8,湖南省
3214,1019,0,0,0,20200509,202005,9,湖南省
3215,1019,0,0,0,20200510,202005,10,湖南省
3216,1019,0,0,0,20200511,202005,11,湖南省
3217,1019,0,0,0,20200512,202005,12,湖南省
3218,1019,0,0,0,20200513,202005,13,湖南省
3219,1019,0,0,0,20200514,202005,14,湖南省
3220,1019,0,0,0,20200515,202005,15,湖南省
3221,1019,0,0,0,20200516,202005,16,湖南省
3222,1019,0,0,0,20200517,202005,17,湖南省
3223,1019,0,0,0,20200518,202005,18,湖南省
3224,1019,0,0,0,20200519,202005,19,湖南省
3225,1019,0,0,0,20200520,202005,20,湖南省
3226,1019,0,0,0,20200521,202005,21,湖南省
3227,1019,0,0,0,20200522,202005,22,湖南省
3228,1019,0,0,0,20200523,202005,23,湖南省
3229,1019,0,0,0,20200524,202005,24,湖南省
3230,1019,0,0,0,20200525,202005,25,湖南省
3231,1019,0,0,0,20200526,202005,26,湖南省
3232,1019,0,0,0,20200527,202005,27,湖南省
3233,1019,0,0,0,20200528,202005,28,湖南省
3234,1019,0,0,0,20200529,202005,29,湖南省
3235,1019,0,0,0,20200530,202005,30,湖南省
3236,1019,0,0,0,20200531,202005,31,湖南省
3237,1019,0,0,0,20200601,202006,1,湖南省
3238,1019,0,0,0,20200602,202006,2,湖南省
3239,1019,0,0,0,20200603,202006,3,湖南省
3240,1019,0,0,0,20200604,202006,4,湖南省
3241,1019,0,0,0,20200605,202006,5,湖南省
3242,1019,0,0,0,20200606,202006,6,湖南省
3243,1019,0,0,0,20200607,202006,7,湖南省
3244,1019,0,0,0,20200608,202006,8,湖南省
3245,1019,0,0,0,20200609,202006,9,湖南省
3246,1019,0,0,0,20200610,202006,10,湖南省
3247,1019,0,0,0,20200611,202006,11,湖南省
3248,1019,0,0,0,20200612,202006,12,湖南省
3249,1019,0,0,0,20200613,202006,13,湖南省
3250,1019,0,0,0,20200614,202006,14,湖南省
3251,1019,0,0,0,20200615,202006,15,湖南省
3252,1019,0,0,0,20200616,202006,16,湖南省
3253,1019,0,0,0,20200617,202006,17,湖南省
3254,1019,0,0,0,20200618,202006,18,湖南省
3255,1019,0,0,0,20200619,202006,19,湖南省
3256,1019,0,0,0,20200620,202006,20,湖南省
3257,1019,0,0,0,20200621,202006,21,湖南省
3258,1019,0,0,0,20200622,202006,22,湖南省
3259,1019,0,0,0,20200623,202006,23,湖南省
3260,1019,0,0,0,20200624,202006,24,湖南省
3261,1019,0,0,0,20200625,202006,25,湖南省
3262,1019,0,0,0,20200626,202006,26,湖南省
3263,1019,0,0,0,20200627,202006,27,湖南省
3264,1019,0,0,0,20200628,202006,28,湖南省
3265,1019,0,0,0,20200629,202006,29,湖南省
3266,1019,0,0,0,20200630,202006,30,湖南省
3267,1019,0,0,0,20200701,202007,1,湖南省
3268,1019,0,0,0,20200702,202007,2,湖南省
3269,9,9,9,9,20200122,202001,22,安徽省
3270,15,6,15,6,20200123,202001,23,安徽省
3271,39,24,39,24,20200124,202001,24,安徽省
3272,60,21,60,21,20200125,202001,25,安徽省
3273,70,10,70,10,20200126,202001,26,安徽省
3274,106,36,106,36,20200127,202001,27,安徽省
3275,152,46,152,46,20200128,202001,28,安徽省
3276,200,48,198,46,20200129,202001,29,安徽省
3277,237,37,234,36,20200130,202001,30,安徽省
3278,297,60,294,60,20200131,202001,31,安徽省
3279,340,43,333,39,20200201,202002,1,安徽省
3280,408,68,401,68,20200202,202002,2,安徽省
3281,480,72,466,65,20200203,202002,3,安徽省
3282,530,50,510,44,20200204,202002,4,安徽省
3283,591,61,568,58,20200205,202002,5,安徽省
3284,665,74,631,63,20200206,202002,6,安徽省
3285,733,68,686,55,20200207,202002,7,安徽省
3286,779,46,719,33,20200208,202002,8,安徽省
3287,830,51,754,35,20200209,202002,9,安徽省
3288,860,30,768,14,20200210,202002,10,安徽省
3289,889,29,777,9,20200211,202002,11,安徽省
3290,910,21,777,0,20200212,202002,12,安徽省
3291,934,24,762,-15,20200213,202002,13,安徽省
3292,950,16,746,-16,20200214,202002,14,安徽省
3293,962,12,724,-22,20200215,202002,15,安徽省
3294,973,11,701,-23,20200216,202002,16,安徽省
3295,982,9,683,-18,20200217,202002,17,安徽省
3296,986,4,619,-64,20200218,202002,18,安徽省
3297,987,1,557,-62,20200219,202002,19,安徽省
3298,988,1,482,-75,20200220,202002,20,安徽省
3299,989,1,416,-66,20200221,202002,21,安徽省
3300,989,0,363,-53,20200222,202002,22,安徽省
3301,989,0,335,-28,20200223,202002,23,安徽省
3302,989,0,291,-44,20200224,202002,24,安徽省
3303,989,0,256,-35,20200225,202002,25,安徽省
3304,989,0,219,-37,20200226,202002,26,安徽省
3305,990,1,170,-49,20200227,202002,27,安徽省
3306,990,0,142,-28,20200228,202002,28,安徽省
3307,990,0,116,-26,20200229,202002,29,安徽省
3308,990,0,96,-20,20200301,202003,1,安徽省
3309,990,0,67,-29,20200302,202003,2,安徽省
3310,990,0,43,-24,20200303,202003,3,安徽省
3311,990,0,28,-15,20200304,202003,4,安徽省
3312,990,0,14,-14,20200305,202003,5,安徽省
3313,990,0,5,-9,20200306,202003,6,安徽省
3314,990,0,3,-2,20200307,202003,7,安徽省
3315,990,0,0,-3,20200308,202003,8,安徽省
3316,990,0,0,0,20200309,202003,9,安徽省
3317,990,0,0,0,20200310,202003,10,安徽省
3318,990,0,0,0,20200311,202003,11,安徽省
3319,990,0,0,0,20200312,202003,12,安徽省
3320,990,0,0,0,20200313,202003,13,安徽省
3321,990,0,0,0,20200314,202003,14,安徽省
3322,990,0,0,0,20200315,202003,15,安徽省
3323,990,0,0,0,20200316,202003,16,安徽省
3324,990,0,0,0,20200317,202003,17,安徽省
3325,990,0,0,0,20200318,202003,18,安徽省
3326,990,0,0,0,20200319,202003,19,安徽省
3327,990,0,0,0,20200320,202003,20,安徽省
3328,990,0,0,0,20200321,202003,21,安徽省
3329,990,0,0,0,20200322,202003,22,安徽省
3330,990,0,0,0,20200323,202003,23,安徽省
3331,990,0,0,0,20200324,202003,24,安徽省
3332,990,0,0,0,20200325,202003,25,安徽省
3333,990,0,0,0,20200326,202003,26,安徽省
3334,990,0,0,0,20200327,202003,27,安徽省
3335,990,0,0,0,20200328,202003,28,安徽省
3336,990,0,0,0,20200329,202003,29,安徽省
3337,990,0,0,0,20200330,202003,30,安徽省
3338,990,0,0,0,20200331,202003,31,安徽省
