id,累计确诊,累计确诊新增,目前感染人数,目前感染人数新增,日期,年月,日,省份
3339,990,0,0,0,20200401,202004,1,安徽省
3340,990,0,0,0,20200402,202004,2,安徽省
3341,990,0,0,0,20200403,202004,3,安徽省
3342,990,0,0,0,20200404,202004,4,安徽省
3343,990,0,0,0,20200405,202004,5,安徽省
3344,990,0,0,0,20200406,202004,6,安徽省
3345,990,0,0,0,20200407,202004,7,安徽省
3346,991,1,1,1,20200408,202004,8,安徽省
3347,991,0,1,0,20200409,202004,9,安徽省
3348,991,0,1,0,20200410,202004,10,安徽省
3349,991,0,1,0,20200411,202004,11,安徽省
3350,991,0,1,0,20200412,202004,12,安徽省
3351,991,0,1,0,20200413,202004,13,安徽省
3352,991,0,1,0,20200414,202004,14,安徽省
3353,991,0,1,0,20200415,202004,15,安徽省
3354,991,0,1,0,20200416,202004,16,安徽省
3355,991,0,1,0,20200417,202004,17,安徽省
3356,991,0,1,0,20200418,202004,18,安徽省
3357,991,0,1,0,20200419,202004,19,安徽省
3358,991,0,1,0,20200420,202004,20,安徽省
3359,991,0,1,0,20200421,202004,21,安徽省
3360,991,0,1,0,20200422,202004,22,安徽省
3361,991,0,1,0,20200423,202004,23,安徽省
3362,991,0,0,-1,20200424,202004,24,安徽省
3363,991,0,0,0,20200425,202004,25,安徽省
3364,991,0,0,0,20200426,202004,26,安徽省
3365,991,0,0,0,20200427,202004,27,安徽省
3366,991,0,0,0,20200428,202004,28,安徽省
3367,991,0,0,0,20200429,202004,29,安徽省
3368,991,0,0,0,20200430,202004,30,安徽省
3369,991,0,0,0,20200501,202005,1,安徽省
3370,991,0,0,0,20200502,202005,2,安徽省
3371,991,0,0,0,20200503,202005,3,安徽省
3372,991,0,0,0,20200504,202005,4,安徽省
3373,991,0,0,0,20200505,202005,5,安徽省
3374,991,0,0,0,20200506,202005,6,安徽省
3375,991,0,0,0,20200507,202005,7,安徽省
3376,991,0,0,0,20200508,202005,8,安徽省
3377,991,0,0,0,20200509,202005,9,安徽省
3378,991,0,0,0,20200510,202005,10,安徽省
3379,991,0,0,0,20200511,202005,11,安徽省
3380,991,0,0,0,20200512,202005,12,安徽省
3381,991,0,0,0,20200513,202005,13,安徽省
3382,991,0,0,0,20200514,202005,14,安徽省
3383,991,0,0,0,20200515,202005,15,安徽省
3384,991,0,0,0,20200516,202005,16,安徽省
3385,991,0,0,0,20200517,202005,17,安徽省
3386,991,0,0,0,20200518,202005,18,安徽省
3387,991,0,0,0,20200519,202005,19,安徽省
3388,991,0,0,0,20200520,202005,20,安徽省
3389,991,0,0,0,20200521,202005,21,安徽省
3390,991,0,0,0,20200522,202005,22,安徽省
3391,991,0,0,0,20200523,202005,23,安徽省
3392,991,0,0,0,20200524,202005,24,安徽省
3393,991,0,0,0,20200525,202005,25,安徽省
3394,991,0,0,0,20200526,202005,26,安徽省
3395,991,0,0,0,20200527,202005,27,安徽省
3396,991,0,0,0,20200528,202005,28,安徽省
3397,991,0,0,0,20200529,202005,29,安徽省
3398,991,0,0,0,20200530,202005,30,安徽省
3399,991,0,0,0,20200531,202005,31,安徽省
3400,991,0,0,0,20200601,202006,1,安徽省
3401,991,0,0,0,20200602,202006,2,安徽省
3402,991,0,0,0,20200603,202006,3,安徽省
3403,991,0,0,0,20200604,202006,4,安徽省
3404,991,0,0,0,20200605,202006,5,安徽省
3405,991,0,0,0,20200606,202006,6,安徽省
3406,991,0,0,0,20200607,202006,7,安徽省
3407,991,0,0,0,20200608,202006,8,安徽省
3408,991,0,0,0,20200609,202006,9,安徽省
3409,991,0,0,0,20200610,202006,10,安徽省
3410,991,0,0,0,20200611,202006,11,安徽省
3411,991,0,0,0,20200612,202006,12,安徽省
3412,991,0,0,0,20200613,202006,13,安徽省
3413,991,0,0,0,20200614,202006,14,安徽省
3414,991,0,0,0,20200615,202006,15,安徽省
3415,991,0,0,0,20200616,202006,16,安徽省
3416,991,0,0,0,20200617,202006,17,安徽省
3417,991,0,0,0,20200618,202006,18,安徽省
3418,991,0,0,0,20200619,202006,19,安徽省
3419,991,0,0,0,20200620,202006,20,安徽省
3420,991,0,0,0,20200621,202006,21,安徽省
3421,991,0,0,0,20200622,202006,22,安徽省
3422,991,0,0,0,20200623,202006,23,安徽省
3423,991,0,0,0,20200624,202006,24,安徽省
3424,991,0,0,0,20200625,202006,25,安徽省
3425,991,0,0,0,20200626,202006,26,安徽省
3426,991,0,0,0,20200627,202006,27,安徽省
3427,991,0,0,0,20200628,202006,28,安徽省
3428,991,0,0,0,20200629,202006,29,安徽省
3429,991,0,0,0,20200630,202006,30,安徽省
3430,991,0,0,0,20200701,202007,1,安徽省
3431,991,0,0,0,20200702,202007,2,安徽省
3432,4,4,3,3,20200123,202001,23,黑龙江省
3433,9,5,8,5,20200124,202001,24,黑龙江省
3434,15,6,14,6,20200125,202001,25,黑龙江省
3435,21,6,20,6,20200126,202001,26,黑龙江省
3436,30,9,29,9,20200127,202001,27,黑龙江省
3437,37,7,36,7,20200128,202001,28,黑龙江省
3438,43,6,42,6,20200129,202001,29,黑龙江省
3439,59,16,57,15,20200130,202001,30,黑龙江省
3440,80,21,78,21,20200131,202001,31,黑龙江省
3441,95,15,91,13,20200201,202002,1,黑龙江省
3442,118,23,114,23,20200202,202002,2,黑龙江省
3443,155,37,151,37,20200203,202002,3,黑龙江省
3444,190,35,184,33,20200204,202002,4,黑龙江省
3445,227,37,217,33,20200205,202002,5,黑龙江省
3446,277,50,266,49,20200206,202002,6,黑龙江省
3447,295,18,278,12,20200207,202002,7,黑龙江省
3448,307,12,288,10,20200208,202002,8,黑龙江省
3449,331,24,309,21,20200209,202002,9,黑龙江省
3450,360,29,325,16,20200210,202002,10,黑龙江省
3451,378,18,342,17,20200211,202002,11,黑龙江省
3452,395,17,355,13,20200212,202002,12,黑龙江省
3453,418,23,370,15,20200213,202002,13,黑龙江省
3454,425,7,366,-4,20200214,202002,14,黑龙江省
3455,445,20,364,-2,20200215,202002,15,黑龙江省
3456,457,12,366,2,20200216,202002,16,黑龙江省
3457,464,7,368,2,20200217,202002,17,黑龙江省
3458,470,6,350,-18,20200218,202002,18,黑龙江省
3459,476,6,341,-9,20200219,202002,19,黑龙江省
3460,479,3,326,-15,20200220,202002,20,黑龙江省
3461,479,0,284,-42,20200221,202002,21,黑龙江省
3462,480,1,253,-31,20200222,202002,22,黑龙江省
3463,480,0,244,-9,20200223,202002,23,黑龙江省
3464,480,0,236,-8,20200224,202002,24,黑龙江省
3465,480,0,223,-13,20200225,202002,25,黑龙江省
3466,480,0,205,-18,20200226,202002,26,黑龙江省
3467,480,0,187,-18,20200227,202002,27,黑龙江省
3468,480,0,172,-15,20200228,202002,28,黑龙江省
3469,480,0,137,-35,20200229,202002,29,黑龙江省
3470,480,0,117,-20,20200301,202003,1,黑龙江省
3471,480,0,109,-8,20200302,202003,2,黑龙江省
3472,480,0,95,-14,20200303,202003,3,黑龙江省
3473,481,1,89,-6,20200304,202003,4,黑龙江省
3474,481,0,88,-1,20200305,202003,5,黑龙江省
3475,481,0,66,-22,20200306,202003,6,黑龙江省
3476,481,0,59,-7,20200307,202003,7,黑龙江省
3477,481,0,47,-12,20200308,202003,8,黑龙江省
3478,481,0,34,-13,20200309,202003,9,黑龙江省
3479,482,1,34,0,20200310,202003,10,黑龙江省
3480,482,0,29,-5,20200311,202003,11,黑龙江省
3481,482,0,23,-6,20200312,202003,12,黑龙江省
3482,482,0,22,-1,20200313,202003,13,黑龙江省
3483,482,0,16,-6,20200314,202003,14,黑龙江省
3484,482,0,15,-1,20200315,202003,15,黑龙江省
3485,482,0,13,-2,20200316,202003,16,黑龙江省
3486,482,0,10,-3,20200317,202003,17,黑龙江省
3487,483,1,10,0,20200318,202003,18,黑龙江省
3488,484,1,8,-2,20200319,202003,19,黑龙江省
3489,484,0,8,0,20200320,202003,20,黑龙江省
3490,484,0,6,-2,20200321,202003,21,黑龙江省
3491,484,0,6,0,20200322,202003,22,黑龙江省
3492,484,0,3,-3,20200323,202003,23,黑龙江省
3493,484,0,3,0,20200324,202003,24,黑龙江省
3494,484,0,2,-1,20200325,202003,25,黑龙江省
3495,484,0,2,0,20200326,202003,26,黑龙江省
3496,484,0,2,0,20200327,202003,27,黑龙江省
3497,484,0,2,0,20200328,202003,28,黑龙江省
3498,484,0,2,0,20200329,202003,29,黑龙江省
3499,484,0,2,0,20200330,202003,30,黑龙江省
3500,484,0,2,0,20200331,202003,31,黑龙江省
3501,488,4,6,4,20200401,202004,1,黑龙江省
3502,489,1,7,1,20200402,202004,2,黑龙江省
3503,491,2,9,2,20200403,202004,3,黑龙江省
3504,504,13,22,13,20200404,202004,4,黑龙江省
3505,524,20,42,20,20200405,202004,5,黑龙江省
3506,544,20,62,20,20200406,202004,6,黑龙江省
3507,569,25,86,24,20200407,202004,7,黑龙江省
3508,609,40,126,40,20200408,202004,8,黑龙江省
3509,638,29,155,29,20200409,202004,9,黑龙江省
3510,661,23,178,23,20200410,202004,10,黑龙江省
3511,684,23,201,23,20200411,202004,11,黑龙江省
3512,740,56,257,56,20200412,202004,12,黑龙江省
3513,819,79,336,79,20200413,202004,13,黑龙江省
3514,841,22,358,22,20200414,202004,14,黑龙江省
3515,861,20,377,19,20200415,202004,15,黑龙江省
3516,872,11,388,11,20200416,202004,16,黑龙江省
3517,892,20,407,19,20200417,202004,17,黑龙江省
3518,898,6,413,6,20200418,202004,18,黑龙江省
3519,905,7,420,7,20200419,202004,19,黑龙江省
3520,913,8,425,5,20200420,202004,20,黑龙江省
3521,921,8,431,6,20200421,202004,21,黑龙江省
3522,925,4,427,-4,20200422,202004,22,黑龙江省
3523,928,3,430,3,20200423,202004,23,黑龙江省
3524,930,2,409,-21,20200424,202004,24,黑龙江省
3525,935,5,411,2,20200425,202004,25,黑龙江省
3526,936,1,367,-44,20200426,202004,26,黑龙江省
3527,939,3,340,-27,20200427,202004,27,黑龙江省
3528,939,0,339,-1,20200428,202004,28,黑龙江省
3529,939,0,339,0,20200429,202004,29,黑龙江省
3530,944,5,344,5,20200430,202004,30,黑龙江省
3531,944,0,326,-18,20200501,202005,1,黑龙江省
3532,944,0,311,-15,20200502,202005,2,黑龙江省
3533,944,0,274,-37,20200503,202005,3,黑龙江省
3534,944,0,212,-62,20200504,202005,4,黑龙江省
3535,944,0,173,-39,20200505,202005,5,黑龙江省
3536,944,0,138,-35,20200506,202005,6,黑龙江省
3537,944,0,116,-22,20200507,202005,7,黑龙江省
3538,944,0,96,-20,20200508,202005,8,黑龙江省
3539,944,0,40,-56,20200509,202005,9,黑龙江省
3540,945,1,28,-12,20200510,202005,10,黑龙江省
3541,945,0,8,-20,20200511,202005,11,黑龙江省
3542,945,0,3,-5,20200512,202005,12,黑龙江省
3543,945,0,2,-1,20200513,202005,13,黑龙江省
3544,945,0,2,0,20200514,202005,14,黑龙江省
3545,945,0,1,-1,20200515,202005,15,黑龙江省
3546,945,0,0,-1,20200516,202005,16,黑龙江省
3547,945,0,0,0,20200517,202005,17,黑龙江省
3548,945,0,0,0,20200518,202005,18,黑龙江省
3549,945,0,0,0,20200519,202005,19,黑龙江省
3550,945,0,0,0,20200520,202005,20,黑龙江省
3551,945,0,0,0,20200521,202005,21,黑龙江省
3552,945,0,0,0,20200522,202005,22,黑龙江省
3553,945,0,0,0,20200523,202005,23,黑龙江省
3554,945,0,0,0,20200524,202005,24,黑龙江省
3555,945,0,0,0,20200525,202005,25,黑龙江省
3556,945,0,0,0,20200526,202005,26,黑龙江省
3557,945,0,0,0,20200527,202005,27,黑龙江省
3558,945,0,0,0,20200528,202005,28,黑龙江省
3559,945,0,0,0,20200529,202005,29,黑龙江省
3560,945,0,0,0,20200530,202005,30,黑龙江省
3561,945,0,0,0,20200531,202005,31,黑龙江省
3562,945,0,0,0,20200601,202006,1,黑龙江省
3563,947,2,0,0,20200602,202006,2,黑龙江省
3564,947,0,0,0,20200603,202006,3,黑龙江省
3565,947,0,0,0,20200604,202006,4,黑龙江省
3566,947,0,0,0,20200605,202006,5,黑龙江省
3567,947,0,0,0,20200606,202006,6,黑龙江省
3568,947,0,0,0,20200607,202006,7,黑龙江省
3569,947,0,0,0,20200608,202006,8,黑龙江省
3570,947,0,0,0,20200609,202006,9,黑龙江省
3571,947,0,0,0,20200610,202006,10,黑龙江省
3572,947,0,0,0,20200611,202006,11,黑龙江省
3573,947,0,0,0,20200612,202006,12,黑龙江省
3574,947,0,0,0,20200613,202006,13,黑龙江省
3575,947,0,0,0,20200614,202006,14,黑龙江省
3576,947,0,0,0,20200615,202006,15,黑龙江省
3577,947,0,0,0,20200616,202006,16,黑龙江省
3578,947,0,0,0,20200617,202006,17,黑龙江省
3579,947,0,0,0,20200618,202006,18,黑龙江省
3580,947,0,0,0,20200619,202006,19,黑龙江省
3581,947,0,0,0,20200620,202006,20,黑龙江省
3582,947,0,0,0,20200621,202006,21,黑龙江省
3583,947,0,0,0,20200622,202006,22,黑龙江省
3584,947,0,0,0,20200623,202006,23,黑龙江省
3585,947,0,0,0,20200624,202006,24,黑龙江省
3586,947,0,0,0,20200625,202006,25,黑龙江省
3587,947,0,0,0,20200626,202006,26,黑龙江省
3588,947,0,0,0,20200627,202006,27,黑龙江省
3589,947,0,0,0,20200628,202006,28,黑龙江省
3590,947,0,0,0,20200629,202006,29,黑龙江省
3591,947,0,0,0,20200630,202006,30,黑龙江省
3592,947,0,0,0,20200701,202007,1,黑龙江省
3593,947,0,0,0,20200702,202007,2,黑龙江省
3594,2,2,2,2,20200121,202001,21,江西省
3595,3,1,3,1,20200122,202001,22,江西省
3596,7,4,7,4,20200123,202001,23,江西省
3597,18,11,18,11,20200124,202001,24,江西省
3598,36,18,36,18,20200125,202001,25,江西省
3599,48,12,48,12,20200126,202001,26,江西省
3600,72,24,70,22,20200127,202001,27,江西省
3601,109,37,106,36,20200128,202001,28,江西省
3602,162,53,159,53,20200129,202001,29,江西省
3603,240,78,233,74,20200130,202001,30,江西省
3604,286,46,277,44,20200131,202001,31,江西省
3605,333,47,323,46,20200201,202002,1,江西省
3606,391,58,373,50,20200202,202002,2,江西省
3607,476,85,457,84,20200203,202002,3,江西省
3608,548,72,521,64,20200204,202002,4,江西省
3609,600,52,563,42,20200205,202002,5,江西省
3610,661,61,616,53,20200206,202002,6,江西省
3611,698,37,643,27,20200207,202002,7,江西省
3612,740,42,668,25,20200208,202002,8,江西省
3613,771,31,668,0,20200209,202002,9,江西省
3614,804,33,676,8,20200210,202002,10,江西省
3615,844,40,691,15,20200211,202002,11,江西省
3616,872,28,701,10,20200212,202002,12,江西省
3617,900,28,712,11,20200213,202002,13,江西省
3618,913,13,702,-10,20200214,202002,14,江西省
3619,925,12,685,-17,20200215,202002,15,江西省
3620,930,5,654,-31,20200216,202002,16,江西省
3621,933,3,622,-32,20200217,202002,17,江西省
3622,934,1,571,-51,20200218,202002,18,江西省
3623,934,0,501,-70,20200219,202002,19,江西省
3624,934,0,444,-57,20200220,202002,20,江西省
3625,934,0,389,-55,20200221,202002,21,江西省
3626,934,0,322,-67,20200222,202002,22,江西省
3627,934,0,288,-34,20200223,202002,23,江西省
3628,934,0,251,-37,20200224,202002,24,江西省
3629,934,0,214,-37,20200225,202002,25,江西省
3630,934,0,179,-35,20200226,202002,26,江西省
3631,935,1,144,-35,20200227,202002,27,江西省
3632,935,0,123,-21,20200228,202002,28,江西省
3633,935,0,103,-20,20200229,202002,29,江西省
3634,935,0,84,-19,20200301,202003,1,江西省
3635,935,0,64,-20,20200302,202003,2,江西省
3636,935,0,50,-14,20200303,202003,3,江西省
3637,935,0,33,-17,20200304,202003,4,江西省
3638,935,0,26,-7,20200305,202003,5,江西省
3639,935,0,18,-8,20200306,202003,6,江西省
3640,935,0,16,-2,20200307,202003,7,江西省
3641,935,0,11,-5,20200308,202003,8,江西省
3642,935,0,7,-4,20200309,202003,9,江西省
3643,935,0,2,-5,20200310,202003,10,江西省
3644,935,0,0,-2,20200311,202003,11,江西省
3645,935,0,0,0,20200312,202003,12,江西省
3646,935,0,0,0,20200313,202003,13,江西省
3647,935,0,0,0,20200314,202003,14,江西省
3648,935,0,0,0,20200315,202003,15,江西省
3649,935,0,0,0,20200316,202003,16,江西省
3650,935,0,0,0,20200317,202003,17,江西省
3651,935,0,0,0,20200318,202003,18,江西省
3652,935,0,0,0,20200319,202003,19,江西省
3653,935,0,0,0,20200320,202003,20,江西省
3654,936,1,1,1,20200321,202003,21,江西省
3655,936,0,1,0,20200322,202003,22,江西省
3656,936,0,1,0,20200323,202003,23,江西省
3657,936,0,1,0,20200324,202003,24,江西省
3658,936,0,1,0,20200325,202003,25,江西省
3659,936,0,1,0,20200326,202003,26,江西省
3660,936,0,1,0,20200327,202003,27,江西省
3661,937,1,2,1,20200328,202003,28,江西省
3662,937,0,1,-1,20200329,202003,29,江西省
3663,937,0,1,0,20200330,202003,30,江西省
3664,937,0,1,0,20200331,202003,31,江西省
3665,937,0,1,0,20200401,202004,1,江西省
3666,937,0,1,0,20200402,202004,2,江西省
3667,937,0,1,0,20200403,202004,3,江西省
3668,937,0,1,0,20200404,202004,4,江西省
3669,937,0,1,0,20200405,202004,5,江西省
3670,937,0,1,0,20200406,202004,6,江西省
3671,937,0,1,0,20200407,202004,7,江西省
3672,937,0,1,0,20200408,202004,8,江西省
3673,937,0,0,-1,20200409,202004,9,江西省
3674,937,0,0,0,20200410,202004,10,江西省
3675,937,0,0,0,20200411,202004,11,江西省
3676,937,0,0,0,20200412,202004,12,江西省
3677,937,0,0,0,20200413,202004,13,江西省
3678,937,0,0,0,20200414,202004,14,江西省
3679,937,0,0,0,20200415,202004,15,江西省
3680,937,0,0,0,20200416,202004,16,江西省
3681,937,0,0,0,20200417,202004,17,江西省
3682,937,0,0,0,20200418,202004,18,江西省
3683,937,0,0,0,20200419,202004,19,江西省
3684,937,0,0,0,20200420,202004,20,江西省
3685,937,0,0,0,20200421,202004,21,江西省
3686,937,0,0,0,20200422,202004,22,江西省
3687,937,0,0,0,20200423,202004,23,江西省
3688,937,0,0,0,20200424,202004,24,江西省
3689,937,0,0,0,20200425,202004,25,江西省
3690,937,0,0,0,20200426,202004,26,江西省
3691,937,0,0,0,20200427,202004,27,江西省
3692,937,0,0,0,20200428,202004,28,江西省
3693,937,0,0,0,20200429,202004,29,江西省
3694,937,0,0,0,20200430,202004,30,江西省
3695,937,0,0,0,20200501,202005,1,江西省
3696,937,0,0,0,20200502,202005,2,江西省
3697,937,0,0,0,20200503,202005,3,江西省
3698,937,0,0,0,20200504,202005,4,江西省
3699,937,0,0,0,20200505,202005,5,江西省
3700,937,0,0,0,20200506,202005,6,江西省
3701,937,0,0,0,20200507,202005,7,江西省
3702,937,0,0,0,20200508,202005,8,江西省
3703,937,0,0,0,20200509,202005,9,江西省
3704,937,0,0,0,20200510,202005,10,江西省
3705,937,0,0,0,20200511,202005,11,江西省
3706,937,0,0,0,20200512,202005,12,江西省
3707,937,0,0,0,20200513,202005,13,江西省
3708,937,0,0,0,20200514,202005,14,江西省
3709,937,0,0,0,20200515,202005,15,江西省
3710,937,0,0,0,20200516,202005,16,江西省
3711,937,0,0,0,20200517,202005,17,江西省
3712,937,0,0,0,20200518,202005,18,江西省
3713,937,0,0,0,20200519,202005,19,江西省
3714,937,0,0,0,20200520,202005,20,江西省
3715,937,0,0,0,20200521,202005,21,江西省
3716,937,0,0,0,20200522,202005,22,江西省
3717,937,0,0,0,20200523,202005,23,江西省
3718,937,0,0,0,20200524,202005,24,江西省
3719,937,0,0,0,20200525,202005,25,江西省
3720,937,0,0,0,20200526,202005,26,江西省
3721,937,0,0,0,20200527,202005,27,江西省
3722,937,0,0,0,20200528,202005,28,江西省
3723,937,0,0,0,20200529,202005,29,江西省
3724,937,0,0,0,20200530,202005,30,江西省
3725,937,0,0,0,20200531,202005,31,江西省
3726,937,0,0,0,20200601,202006,1,江西省
3727,932,-5,0,0,20200602,202006,2,江西省
3728,932,0,0,0,20200603,202006,3,江西省
3729,932,0,0,0,20200604,202006,4,江西省
3730,932,0,0,0,20200605,202006,5,江西省
3731,932,0,0,0,20200606,202006,6,江西省
3732,932,0,0,0,20200607,202006,7,江西省
3733,932,0,0,0,20200608,202006,8,江西省
3734,932,0,0,0,20200609,202006,9,江西省
3735,932,0,0,0,20200610,202006,10,江西省
3736,932,0,0,0,20200611,202006,11,江西省
3737,932,0,0,0,20200612,202006,12,江西省
3738,932,0,0,0,20200613,202006,13,江西省
3739,932,0,0,0,20200614,202006,14,江西省
3740,932,0,0,0,20200615,202006,15,江西省
3741,932,0,0,0,20200616,202006,16,江西省
3742,932,0,0,0,20200617,202006,17,江西省
3743,932,0,0,0,20200618,202006,18,江西省
3744,932,0,0,0,20200619,202006,19,江西省
3745,932,0,0,0,20200620,202006,20,江西省
3746,932,0,0,0,20200621,202006,21,江西省
3747,932,0,0,0,20200622,202006,22,江西省
3748,932,0,0,0,20200623,202006,23,江西省
3749,932,0,0,0,20200624,202006,24,江西省
3750,932,0,0,0,20200625,202006,25,江西省
3751,932,0,0,0,20200626,202006,26,江西省
3752,932,0,0,0,20200627,202006,27,江西省
